Licence Number,UWI,Client,Phase 1 ESA Vendor,PH 1 Year,Phase 1 ESA Result,Phase 1 ESA Well Centre,Phase 1 ESA Drilling Waste Disposal,Phase 1 ESA Flare Pit,Phase 1 ESA Aboveground Infrastructure,Phase 1 ESA Underground Storage Tank,Phase 1 ESA Spill,Phase 1 ESA Other APEC,Phase 2 ESA Vendor,Phase 2 ESA Year,Phase 2 ESA Result,Phase 2 ESA Well Centre,Phase 2 ESA Drilling Waste Disposal,Phase 2 ESA Flare Pit,Phase 2 ESA Aboveground Infrastructure,Phase 2 ESA Underground Storage Tank,Phase 2 ESA Spill,Phase 2 ESA Other APEC,Phase 2 ESA Well Centre Contaminated Volume (m3),Phase 2 ESA Drilling Waste Disposal Contaminated Volume (m3),Phase 2 ESA Flare Pit Contaminated Volume (m3),Phase 2 ESA Aboveground Infrastructure Contaminated Volume (m3),Phase 2 ESA Underground Storage Tank Contaminated Volume (m3),Phase 2 Spill Area Volume (m3),Phase 2 ESA Combined Contaminated Volume (m3),Remediation Vendor,Remediation Year,Well Centre Volume Remediated (m3),Drilling Waste Disposal Volume Remediated (m3),Flare Pit Volume Remediated (m3),Aboveground Infrastructure Volume Remediated (m3),Underground Storage Tank Volume Remediated (m3),Remediated Combined Volume (m3),Notes,Source,Cost - Phase 1 ESA,Cost - Phase 2 ESA,Cost - Phase 3 Remedial Report,Who entered the data,Source Dates,Budget (high level) or Amount,Units - Project Manager,Units - Project Coordinator ,Units - Administration ,Units - Line Locates ,Units - Hydrovac Lines ,Units - Survey,Units - Liner ,Units - Lowboy Equipment Mob/Demob,Units - Site Supervisor ,Units - Excavator ,Units - D6 Dozer ,Units - Operator Travel Time ,Units - Operator Crew Truck ,Units - Equipment Crew Subsistence ,Units - Lab Analysis ,Units - Truck and Pup,Units - Loader
,102/10-12-005-05W4/03,Orphan Well Association,,,Fail,,,,,,,,Other,2022,Fail,Fail,,,,,,,,,,,,,,,,,,,,,,,S & T drive,,,,Alice,2022,,,,,,,,,,,,,,,,,,
,100/10-19-004-06W4/00,Orphan Well Association,,,Fail,,,,,,,,Other,2022,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,,,,,,,,,,,,,,,,,S & T drive,,,,Alice,2022,,,,,,,,,,,,,,,,,,
,100/11-08-005-05W4/00,Orphan Well Association,,,Fail,,,,,,,,Other,2022,Fail,,,,,,,,,,,,,,,,,,,,,,,,S & T drive,,,,Alice,2022,,,,,,,,,,,,,,,,,,
,102/06-29-005-05W4/00,Orphan Well Association,,,Fail,,,,,,,,Other,2022,Fail,,,,,,,,,,,,,,,,,,,,,,,,S & T drive,,,,Alice,2022,,,,,,,,,,,,,,,,,,
,100/10-29-005-05W4/00,Orphan Well Association,,,Fail,,,,,,,,Other,2022,Fail,,,,,,,,,,,,,,,,,,,,,,,,S & T drive,,,,Alice,2022,,,,,,,,,,,,,,,,,,
,100/11-29-005-05W4/00,Orphan Well Association,,,Fail,,,,,,,,Other,2022,Fail,,,,,,,,,,,,,,,,,,,,,,,,S & T drive,,,,Alice,2022,,,,,,,,,,,,,,,,,,
,100/11-36-008-08W4/00,Orphan Well Association,,,Fail,,,,,,,,Other,2022,Fail,Fail,,Fail,,Fail,,,,,,,,,,,,,,,,,,,S & T drive,,,,Alice,2022,,,,,,,,,,,,,,,,,,
,102/13-22-005-05W4/00,Orphan Well Association,,,Fail,,,,,,,,Other,2022,Fail,,,,,,,,,,,,,,,,,,,,,,,,S & T drive,,,,Alice,2022,,,,,,,,,,,,,,,,,,
,102/03-27-005-05W4/00,Orphan Well Association,,,Fail,,,,,,,,Other,2022,Fail,,,,,,,,,,,,,,,,,,,,,,,,S & T drive,,,,Alice,2022,,,,,,,,,,,,,,,,,,
,102/14-22-005-05W4/00,Orphan Well Association,,,Fail,,,,,,,,Other,2022,Fail,,,,,,,,,,,,,,,,,,,,,,,,S & T drive,,,,Alice,2022,,,,,,,,,,,,,,,,,,
,100/15-22-005-05W4/00,Orphan Well Association,,,Fail,,,,,,,,Other,2022,Fail,Fail,,,,,,,,,,,,,,,,,,,,,,,S & T drive,,,,Alice,2022,,,,,,,,,,,,,,,,,,
,102/15-22-005-05W4/00,Orphan Well Association,,,Fail,,,,,,,,Other,2022,Fail,Fail,,,,,,,,,,,,,,,,,,,,,,,S & T drive,,,,Alice,2022,,,,,,,,,,,,,,,,,,
,102/02-27-005-05W4/00,Orphan Well Association,,,Fail,,,,,,,,Other,2022,Fail,Fail,,,,,,,,,,,,,,,,,,,,,,,S & T drive,,,,Alice,2022,,,,,,,,,,,,,,,,,,
,102/16-22-005-05W4/00,Orphan Well Association,,,Fail,,,,,,,,Other,2022,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,,,,,,,,,,,,,,,,,S & T drive,,,,Alice,2022,,,,,,,,,,,,,,,,,,
,100/04-25-048-08W5/00,ARC Resources,,,Fail,,,,,,,,Other,2019,Fail,,Pass,,,,,,,,,,,,200,,,,,,,,,,S & T drive,,,,Alice,2019,,,,,,,,,,,,,,,,,,
,100/04-23-048-07W5/00,ARC Resources,,,Fail,,,,,,,,Other,2019,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,,,,,,,,,,,,,,,,,S & T drive,,,,Alice,2019,,,,,,,,,,,,,,,,,,
,100/07-01-049-08W5/00,ARC Resources,,,Fail,,,,,,,,Other,2019,,,,,,,,,,,,,,,,,,,,,,,,,S & T drive,,,,Alice,2019,,,,,,,,,,,,,,,,,,
,100/06-28-038-08W5/00,Enerplus Corporation,,,Fail,,,,,,,,Other,2008,Fail,,,,,,,,,,,,,,,,,,,,,,,,S & T drive,,,,Alice,2008,,,,,,,,,,,,,,,,,,
,100/05-10-013-05W4/00,Enerplus Corporation,,,Fail,,,,,,,,Other,2019,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,,,,,,,,,,,,,,,,,S & T drive,,,,Alice,2019,,,,,,,,,,,,,,,,,,
,100/04-29-038-16W4/00,Orphan Well Association,,,Fail,,,,,,,,Other,2019,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,,,,,,,,,,,,,,,,,S & T drive,,,,Alice,2019,,,,,,,,,,,,,,,,,,
,100/10-27-040-12W4/00,Orphan Well Association,,,Fail,,,,,,,,Other,2020,Fail,,,,,,,,,,,,,,975,,,,,,,,,,S & T drive,,,,Alice,2020,,,,,,,,,,,,,,,,,,
,100/16-29-038-03W4/00,Orphan Well Association,,,Fail,,,,,,,,Other,2020,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,,,,,,,,,,,,,,,,,S & T drive,,,,Alice,2020,,,,,,,,,,,,,,,,,,
,100/05-10-013-05W4/00,Enerplus Corporation,,,Fail,,,,,,,,Other,2019,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,,,,,,,,,,,,,,,,,S & T drive,,,,Alice,2019,,,,,,,,,,,,,,,,,,
,107/03-31-038-16W4/00,Orphan Well Association,,,Fail,,,,,,,,Other,2019,Fail,,,,,,,,,,,,,,,,,,,,,,,,S & T drive,,,,Alice,2019,,,,,,,,,,,,,,,,,,
,108/03-31-038-16W4/00,Orphan Well Association,,,Fail,,,,,,,,Other,2019,Fail,,,,,,,,,,,,,,,,,,,,,,,,S & T drive,,,,Alice,2019,,,,,,,,,,,,,,,,,,
,100/04-30-038-16W4/00,Orphan Well Association,,,Fail,,,,,,,,Other,2019,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,,,,,,,,,,,,,,,,,S & T drive,,,,Alice,2019,,,,,,,,,,,,,,,,,,
,100/05-10-013-05W4/00,Orphan Well Association,,,Fail,,,,,,,,Other,2019,Fail,Fail,,,,,,,,,,,,,,,,,,,,,,,S & T drive,,,,Alice,2019,,,,,,,,,,,,,,,,,,
,100/05-10-013-05W4/00,Orphan Well Association,,,Fail,,,,,,,,Other,2019,Fail,Fail,,,,,,,,,,,,,,,,,,,,,,,S & T drive,,,,Alice,2019,,,,,,,,,,,,,,,,,,
,102/13-22-038-03W4/03,Orphan Well Association,,,Fail,,,,,,,,Other,2019,Fail,,,,,,,,,,,,,,,,,,,,,,,,S & T drive,,,,Alice,2019,,,,,,,,,,,,,,,,,,
,102/14-29-030-24W4/00,Orphan Well Association,,,Fail,,,,,,,,Other,2019,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,,,,,,,,,,,,,,,,,S & T drive,,,,Alice,2019,,,,,,,,,,,,,,,,,,
,100/04-05-031-23W4/00,Orphan Well Association,,,Fail,,,,,,,,Other,2019,,,,,,,,,,,,,,,100,,,,,,,,,,S & T drive,,,,Alice,2019,,,,,,,,,,,,,,,,,,
,105/11-02-040-04W4/00,Orphan Well Association,,,Fail,,,,,,,,Other,2019,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,,,,,,,,,,,,,,,,,S & T drive,,,,Alice,2019,,,,,,,,,,,,,,,,,,
,100/07-27-038-03W4/03,Orphan Well Association,,,Fail,,,,,,,,Other,2019,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,,,,,,,,,,,,,,,,,S & T drive,,,,Alice,2019,,,,,,,,,,,,,,,,,,
,100/10-04-031-23W4/00,Orphan Well Association,,,Fail,,,,,,,,Other,2019,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,,,,,,,,,,,,,,,,,S & T drive,,,,Alice,2019,,,,,,,,,,,,,,,,,,
,100/10-31-030-23W4/00,Orphan Well Association,,,Fail,,,,,,,,Other,2019,Fail,,Fail,,,,,,,,,,,,,,,,,,,,,,S & T drive,,,,Alice,2019,,,,,,,,,,,,,,,,,,
,100/12-04-031-23W4/00,Orphan Well Association,,,Fail,,,,,,,,Other,2019,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,,,,,,,,,,,,,,,,,S & T drive,,,,Alice,2019,,,,,,,,,,,,,,,,,,
,100/16-09-031-23W4/00,Orphan Well Association,,,Fail,,,,,,,,Other,2019,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,,,,,,,,,,,,,,,,,S & T drive,,,,Alice,2019,,,,,,,,,,,,,,,,,,
,1A0/04-29-038-03W4/00,Orphan Well Association,,,Fail,,,,,,,,Other,2019,Fail,Fail,Fail,,,,,,,,,,,,,,,,,,,,,,S & T drive,,,,Alice,2019,,,,,,,,,,,,,,,,,,
,1A0/04-29-038-03W4/00,Orphan Well Association,,,Fail,,,,,,,,Other,2020,Fail,Pass,Fail,Pass,Pass,Pass,Pass,Pass,,,,,,,,,,,,,,,,,S & T drive,,,,Alice,2020,,,,,,,,,,,,,,,,,,
,1C0/04-22-038-03W4/00,Orphan Well Association,,,Fail,,,,,,,,Other,2019,Fail,Pass,Pass,Pass,Fail,Pass,Pass,Pass,,,,,,,,,,,,,,,,,S & T drive,,,,Alice,2019,,,,,,,,,,,,,,,,,,
,1D0/04-22-038-03W4/02,Orphan Well Association,,,Fail,,,,,,,,Other,2019,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,,,,,,,,,,,,,,,,,S & T drive,,,,Alice,2019,,,,,,,,,,,,,,,,,,
,1B0/05-29-038-03W4/00,Orphan Well Association,,,Fail,,,,,,,,Other,2019,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,,,,,,,,,,,,,,,,,S & T drive,,,,Alice,2019,,,,,,,,,,,,,,,,,,
,1B2/06-29-038-03W4/00,Orphan Well Association,,,Fail,,,,,,,,Other,2019,Fail,Fail,Pass,Pass,Pass,Pass,Pass,Pass,,,,,,,,,,,,,,,,,S & T drive,,,,Alice,2019,,,,,,,,,,,,,,,,,,
,1C0/03-29-038-03W4/00,Orphan Well Association,,,Fail,,,,,,,,Other,2019,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,,,,,,,,,,,,,,,,,S & T drive,,,,Alice,2019,,,,,,,,,,,,,,,,,,
,1C0/04-29-038-03W4/00,Orphan Well Association,,,Fail,,,,,,,,Other,2019,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,,,,,,,,,,,,,,,,,S & T drive,,,,Alice,2019,,,,,,,,,,,,,,,,,,
,100/05-02-040-04W4/02,Orphan Well Association,,,Fail,,,,,,,,Other,2019,Fail,Pass,Pass,Pass,Fail,Fail,Pass,Pass,,,,,,,,,,,,,,,,,S & T drive,,,,Alice,2019,,,,,,,,,,,,,,,,,,
,100/07-13-036-01W5/00,Orphan Well Association,,,Fail,,,,,,,,Other,2019,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,,,,,,,,,,,,,,,,,S & T drive,,,,Alice,2019,,,,,,,,,,,,,,,,,,
,102/13-02-040-04W4/00,Orphan Well Association,,,Fail,,,,,,,,Other,2019,Fail,Fail,Fail,,,,,,,,,,,,,,,,,,,,,,S & T drive,,,,Alice,2019,,,,,,,,,,,,,,,,,,
,100/13-27-038-03W4/00,Orphan Well Association,,,Fail,,,,,,,,Other,2019,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,,,,,,,,,,,,,,,,,S & T drive,,,,Alice,2019,,,,,,,,,,,,,,,,,,
,100/13-31-038-16W4/00,Orphan Well Association,,,Fail,,,,,,,,Other,2019,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,,,,,,,,,,,,,,,,,S & T drive,,,,Alice,2019,,,,,,,,,,,,,,,,,,
,100/10-02-040-04W4/00,Orphan Well Association,,,Fail,,,,,,,,Other,2019,Fail,Pass,Fail,Pass,Pass,Pass,Pass,Pass,,,,,,,,,,,,,,,,,S & T drive,,,,Alice,2019,,,,,,,,,,,,,,,,,,
,100/11-02-040-04W4/00,Orphan Well Association,,,Fail,,,,,,,,Other,2019,Fail,Pass,Fail,Pass,Pass,Pass,Pass,Pass,,,,,,,,,,,,,,,,,S & T drive,,,,Alice,2019,,,,,,,,,,,,,,,,,,
,104/03-31-038-16W4/00,Orphan Well Association,,,Fail,,,,,,,,Other,2019,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,,,,,,,,,,,,,,,,,S & T drive,,,,Alice,2019,,,,,,,,,,,,,,,,,,
,104/04-31-038-16W4/00,Orphan Well Association,,,Fail,,,,,,,,Other,2019,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,,,,,,,,,,,,,,,,,S & T drive,,,,Alice,2019,,,,,,,,,,,,,,,,,,
,105/03-31-038-16W4/00,Orphan Well Association,,,Fail,,,,,,,,Other,2019,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,,,,,,,,,,,,,,,,,S & T drive,,,,Alice,2019,,,,,,,,,,,,,,,,,,
,100/01-18-039-09W4/03,Orphan Well Association,,,Fail,,,,,,,,Other,2019,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,,,,,,,,,,,,,,,,,S & T drive,,,,Alice,2019,,,,,,,,,,,,,,,,,,
,100/10-06-045-11W4/00,Orphan Well Association,,,Fail,,,,,,,,Other,2019,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,,,,,,,,,,,,,,,,,S & T drive,,,,Alice,2019,,,,,,,,,,,,,,,,,,
,100/04-22-038-03W4/00,Orphan Well Association,,,Fail,,,,,,,,Other,2019,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,,,,,,,,,,,,,,,,,S & T drive,,,,Alice,2019,,,,,,,,,,,,,,,,,,
,100/05-10-031-23W4/02,Orphan Well Association,,,Fail,,,,,,,,Other,2019,,,,,,,,,,,,,,,,,,,,,,,,,S & T drive,,,,Alice,2019,,,,,,,,,,,,,,,,,,
,100/06-31-038-16W4/03,Orphan Well Association,,,Fail,,,,,,,,Other,2019,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,,,,,,,,,,,,,,,,,S & T drive,,,,Alice,2019,,,,,,,,,,,,,,,,,,
,100/15-10-032-22W4/02,Orphan Well Association,,,Fail,,,,,,,,Other,2019,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,,,,,,,,,,,,,,,,,S & T drive,,,,Alice,2019,,,,,,,,,,,,,,,,,,
,100/15-21-038-03W4/00,Orphan Well Association,,,Fail,,,,,,,,Other,2019,Fail,,,,,,,,,,,,,,,,,,,,,,,,S & T drive,,,,Alice,2019,,,,,,,,,,,,,,,,,,
,103/01-06-045-11W4/00,Orphan Well Association,,,Fail,,,,,,,,Other,2019,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,,,,,,,,,,,,,,,,,S & T drive,,,,Alice,2019,,,,,,,,,,,,,,,,,,
,100/01-06-045-11W4/00,Orphan Well Association,,,Fail,,,,,,,,Other,2019,Fail,,,,,,Fail,,,,,,,250,250,,,,,,,,,,S & T drive,,,,Alice,2019,,,,,,,,,,,,,,,,,,
,103/07-06-045-11W4/00,Orphan Well Association,,,Fail,,,,,,,,Other,2019,Fail,Fail,,,,,,,,,,,,,,,,,,,,,,,S & T drive,,,,Alice,2019,,,,,,,,,,,,,,,,,,
,102/08-06-045-11W4/00,Orphan Well Association,,,Fail,,,,,,,,Other,2019,Fail,Fail,,,,,,,2,,,,,,2,,,,,,,,,,S & T drive,,,,Alice,2019,,,,,,,,,,,,,,,,,,
,104/14-02-040-04W4/00,Orphan Well Association,,,Fail,,,,,,,,Other,2019,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,,,,,,,,,,,,,,,,,S & T drive,,,,Alice,2019,,,,,,,,,,,,,,,,,,
,102/12-02-040-04W4/00,Orphan Well Association,,,Fail,,,,,,,,Other,2019,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,,,,,,,,,,,,,,,,,S & T drive,,,,Alice,2019,,,,,,,,,,,,,,,,,,
,105/04-31-038-16W4/00,Orphan Well Association,,,Fail,,,,,,,,Other,2019,Fail,Fail,,,,,,,,,,,,,,,,,,,,,,,S & T drive,,,,Alice,2019,,,,,,,,,,,,,,,,,,
,105/13-30-038-16W4/00,Orphan Well Association,,,Fail,,,,,,,,Other,2019,Fail,Fail,,,,,,,,,,,,,,,,,,,,,,,S & T drive,,,,Alice,2019,,,,,,,,,,,,,,,,,,
,105/10-27-040-12W4/00,Orphan Well Association,,,Fail,,,,,,,,Other,2019,Fail,Fail,Fail,,,,,,75,,,,,,75,,,,,,,,,,S & T drive,,,,Alice,2019,,,,,,,,,,,,,,,,,,
,100/14-07-036-27W4/00,Orphan Well Association,,,Fail,,,,,,,,Other,2019,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,,,,,,,,,,,,,,,,,S & T drive,,,,Alice,2019,,,,,,,,,,,,,,,,,,
,102/14-07-036-27W4/00,Orphan Well Association,,,Fail,,,,,,,,Other,2019,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,,,,,,,,,,,,,,,,,S & T drive,,,,Alice,2019,,,,,,,,,,,,,,,,,,
,103/14-07-036-27W4/00,Orphan Well Association,,,Fail,,,,,,,,Other,2019,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,,,,,,,,,,,,,,,,,S & T drive,,,,Alice,2019,,,,,,,,,,,,,,,,,,
,102/10-30-037-28W4/00,Orphan Well Association,,,Fail,,,,,,,,Other,2019,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,,,,,,,,,,,,,,,,,S & T drive,,,,Alice,2019,,,,,,,,,,,,,,,,,,
,102/04-34-037-28W4/03,Orphan Well Association,,,Fail,,,,,,,,Other,2019,Fail,Pass,Pass,Pass,Fail,Pass,Pass,Pass,,,,,,,,,,,,,,,,,S & T drive,,,,Alice,2019,,,,,,,,,,,,,,,,,,
,100/10-03-037-28W4/00,Orphan Well Association,,,Fail,,,,,,,,Other,2019,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,,,,,,,,,,,,,,,,,S & T drive,,,,Alice,2019,,,,,,,,,,,,,,,,,,
,100/08-06-035-09W4/02,Orphan Well Association,,,Fail,,,,,,,,Other,2019,Fail,Fail,,,,,,,,,,,,,,,,,,,,,,,S & T drive,,,,Alice,2019,,,,,,,,,,,,,,,,,,
,100/01-25-038-17W4/00,Orphan Well Association,,,Fail,,,,,,,,Other,2019,Fail,Fail,,,,,,,,,,,,,,,,,,,,,,,S & T drive,,,,Alice,2019,,,,,,,,,,,,,,,,,,
,102/08-25-038-17W4/00,Orphan Well Association,,,Fail,,,,,,,,Other,2019,Fail,Fail,,,,,,,,,,,,,,,,,,,,,,,S & T drive,,,,Alice,2019,,,,,,,,,,,,,,,,,,
,103/08-25-038-17W4/03,Orphan Well Association,,,Fail,,,,,,,,Other,2019,Fail,Fail,,,,,,,,,,,,,,,,,,,,,,,S & T drive,,,,Alice,2019,,,,,,,,,,,,,,,,,,
,102/02-30-034-09W4/00,Orphan Well Association,,,Fail,,,,,,,,Other,2019,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,,,,,,,,,,,,,,,,,S & T drive,,,,Alice,2019,,,,,,,,,,,,,,,,,,
,100/06-30-034-09W4/00,Orphan Well Association,,,Fail,,,,,,,,Other,2019,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,,,,,,,,,,,,,,,,,S & T drive,,,,Alice,2019,,,,,,,,,,,,,,,,,,
,104/07-34-040-12W4/02,Orphan Well Association,,,Fail,,,,,,,,Other,2019,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,,,,,,,,,,,,,,,,,S & T drive,,,,Alice,2019,,,,,,,,,,,,,,,,,,
,1W0/12-31-040-12W4/00,Orphan Well Association,,,Fail,,,,,,,,Other,2019,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,,,,,,,,,,,,,,,,,S & T drive,,,,Alice,2019,,,,,,,,,,,,,,,,,,
,103/04-31-038-16W4/00,Orphan Well Association,,,Fail,,,,,,,,Other,2019,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,,,,,,,,,,,,,,,,,S & T drive,,,,Alice,2019,,,,,,,,,,,,,,,,,,
,100/02-03-039-10W4/00,Orphan Well Association,,,Fail,,,,,,,,Other,2019,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,,,,,,,,,,,,,,,,,S & T drive,,,,Alice,2019,,,,,,,,,,,,,,,,,,
,100/07-02-040-13W4/02,Orphan Well Association,,,Fail,,,,,,,,Other,2019,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,,,,,,,,,,,,,,,,,S & T drive,,,,Alice,2019,,,,,,,,,,,,,,,,,,
,102/14-16-040-13W4/00,Orphan Well Association,,,Fail,,,,,,,,Other,2019,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,,,,,,,,,,,,,,,,,S & T drive,,,,Alice,2019,,,,,,,,,,,,,,,,,,
,100/05-13-039-10W4/00,Orphan Well Association,,,Fail,,,,,,,,Other,2019,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,,,,,,,,,,,,,,,,,S & T drive,,,,Alice,2019,,,,,,,,,,,,,,,,,,
,100/09-11-040-13W4/00,Orphan Well Association,,,Fail,,,,,,,,Other,2019,Fail,,Fail,,,,,,,220,,,,,220,,,,,,,,,,S & T drive,,,,Alice,2019,,,,,,,,,,,,,,,,,,
,106/10-11-040-13W4/00,Orphan Well Association,,,Fail,,,,,,,,Other,2019,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,,,,,,,,,,,,,,,,,S & T drive,,,,Alice,2019,,,,,,,,,,,,,,,,,,
,105/10-11-040-13W4/00,Orphan Well Association,,,Fail,,,,,,,,Other,2019,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,,,,,,,,,,,,,,,,,S & T drive,,,,Alice,2019,,,,,,,,,,,,,,,,,,
,103/10-11-040-13W4/00,Orphan Well Association,,,Fail,,,,,,,,Other,2019,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,,,,,,,,,,,,,,,,,S & T drive,,,,Alice,2019,,,,,,,,,,,,,,,,,,
,100/05-15-040-13W4/00,Orphan Well Association,,,Fail,,,,,,,,Other,2019,Fail,,Fail,,,,,,,,,,,,,,,,,,,,,,S & T drive,,,,Alice,2019,,,,,,,,,,,,,,,,,,
,1A0/04-15-040-13W4/00,Orphan Well Association,,,Fail,,,,,,,,Other,2019,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,,,,,,,,,,,,,,,,,S & T drive,,,,Alice,2019,,,,,,,,,,,,,,,,,,
,100/06-08-039-13W4/02,Orphan Well Association,,,Fail,,,,,,,,Other,2019,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,,,,,,,,,,,,,,,,,S & T drive,,,,Alice,2019,,,,,,,,,,,,,,,,,,
,102/13-30-040-12W4/00,Orphan Well Association,,,Fail,,,,,,,,Other,2019,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,,,,,,,,,,,,,,,,,S & T drive,,,,Alice,2019,,,,,,,,,,,,,,,,,,
,100/08-31-038-16W4/00,Orphan Well Association,,,Fail,,,,,,,,Other,2019,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,,,,,,,,,,,,,,,,,S & T drive,,,,Alice,2019,,,,,,,,,,,,,,,,,,
,102/08-31-038-16W4/02,Orphan Well Association,,,Fail,,,,,,,,Other,2019,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,,,,,,,,,,,,,,,,,S & T drive,,,,Alice,2019,,,,,,,,,,,,,,,,,,
,100/07-31-038-16W4/03,Orphan Well Association,,,Fail,,,,,,,,Other,2019,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,,,,,,,,,,,,,,,,,S & T drive,,,,Alice,2019,,,,,,,,,,,,,,,,,,
,100/04-29-040-04W4/00,Orphan Well Association,,,Fail,,,,,,,,Other,2019,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,,,,,,,,,,,,,,,,,S & T drive,,,,Alice,2019,,,,,,,,,,,,,,,,,,
,100/04-19-038-16W4/00,Orphan Well Association,,,Fail,,,,,,,,Other,2019,Fail,Fail,Pass,Pass,Pass,Pass,Pass,Pass,5,,,,,,5,,,,,,,,,,S & T drive,,,,Alice,2019,,,,,,,,,,,,,,,,,,
,100/04-07-040-04W4/02,Orphan Well Association,,,Fail,,,,,,,,Other,2019,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,,,,,,,,,,,,,,,,,S & T drive,,,,Alice,2019,,,,,,,,,,,,,,,,,,
,102/02-22-038-03W4/02,Orphan Well Association,,,Fail,,,,,,,,Other,2019,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,,,,,,,,,,,,,,,,,S & T drive,,,,Alice,2019,,,,,,,,,,,,,,,,,,
,100/16-31-044-11W4/02,Orphan Well Association,,,Fail,,,,,,,,Other,2019,Fail,Fail,,,,,,,,,,,,,,,,,,,,,,,S & T drive,,,,Alice,2019,,,,,,,,,,,,,,,,,,
,100/14-02-039-19W4/03,Orphan Well Association,,,Fail,,,,,,,,Other,2019,Fail,,,,Fail,,,,,,,,,,,,,,,,,,,,S & T drive,,,,Alice,2019,,,,,,,,,,,,,,,,,,
,100/10-23-040-12W4/02,Orphan Well Association,,,Fail,,,,,,,,Other,2019,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,,,,,,,,,,,,,,,,,S & T drive,,,,Alice,2019,,,,,,,,,,,,,,,,,,
,100/08-06-045-11W4/00,Orphan Well Association,,,Fail,,,,,,,,Other,2019,Fail,Fail,,,,,,,,,,,,,,,,,,,,,,,S & T drive,,,,Alice,2019,,,,,,,,,,,,,,,,,,
,100/07-04-043-04W4/02,Orphan Well Association,,,Fail,,,,,,,,Other,2019,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,,,,,,,,,,,,,,,,,S & T drive,,,,Alice,2019,,,,,,,,,,,,,,,,,,
